url,inside
https://www.nbcnews.com/pop-culture/tv,OK
https://secure.nbcnews.com/_tps/accounts/newsletters,N_OK
https://media2.s-nbcnews.com/j/newscms/2018_06/2324156/180210-torres-dog-oncology-1-ew-335p_d7dc8261e44cf823b5449f5ffcdbfb04.nbcnews-fp-320-240.jpg,N_OK
https://www.today.com/home/one-kind-house-shaped-dome-so-cool-t122429,N_OK
https://www.nbcnews.com/news/us-news/members-rogue-baltimore-police-unit-found-guilty-corruption-charges-n847356,OK
http://profootballtalk.nbcsports.com/2018/02/12/mike-pereira-eagles-were-in-illegal-formation-on-philly-special/?cid=eref%3Anbcnews%3Atext,N_OK
https://media4.s-nbcnews.com/j/msnbc/components/video/201802/b_inv_propertybrothers_170212.nbcnews-fp-480-320.jpg,N_OK
https://www.nbcnews.com/news/north-korea/mike-pence-raises-prospect-u-s-north-korea-talks-n847046,OK
https://www.nbcnews.com/politics/white-house,OK
https://media1.s-nbcnews.com/j/newscms/2018_05/1314982/geometric-dome-house-today-180201-tease2_5b7fe5c2832378c10777714478817e89.nbcnews-fp-320-240.jpg,N_OK
https://media1.s-nbcnews.com/j/newscms/2018_06/2323846/180209-rachel-brand-2017-ac-858p_b09782e333d782ab20e98c59b84793cf.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/news/us-news/unilever-warn-tech-giants-clean-your-act-or-risk-losing-n847131,OK
https://www.nbcnews.com/better/video/how-the-property-brothers-drew-and-jonathan-scott-work-together-1159683139560,OK
https://www.nbcnews.com/feature/nbc-out/trans-ban-2-0-pentagon-sends-new-transgender-recommendations-mattis-n846006,OK
https://xfinity.com/,N_OK
https://www.nbcnews.com/politics/justice-department/justice-department-official-brand-leaves-partly-over-fear-she-might-n847156,OK
https://media4.s-nbcnews.com/j/newscms/2018_06/2319361/lf_sexualharresment_horizontal_5_02062018_c52bca8d58d373e829f0bc3fb6de1330.nbcnews-fp-320-280.jpg,N_OK
